upvotes,total_votes,rating,review,polarity,subjectivity,confidence,sentiment
0,0,5,I can remember buying this candy as a kid and the quality hasnt dropped in all these years Still a superb product you wont be disappointed with,0.125,0.875,0.9609247446060181,2
0,0,5,I love this candy After weight watchers I had to cut back but still have a craving for it,0.25,0.3,0.8491959571838379,2
0,0,5,I have lived out of the US for over 7 yrs now and I so miss my Twizzlers When I go back to visit or someone visits me I always stock up All I can say is YUMbr Sell these in Mexico and you will have a faithful buyer more often than Im able to buy them right now,0.3214285714285714,0.4151785714285714,0.6085241436958313,2
0,0,5,Product received is as advertisedbr br a hrefhttpwwwamazoncomgpproductB001GVISJMTwizzlers Strawberry 16Ounce Bags Pack of 6a,0.0,0.0,0.5550792813301086,1
0,1,1,The candy is just red No flavor Just plan and chewy I would never buy them again,0.0,0.0,0.9234833717346191,0
0,1,4,I was so glad Amazon carried these batteries I have a hard time finding them elsewhere because they are such a unique size I need them for my garage door openerbr Great deal for the price,0.27666666666666667,0.7583333333333333,0.9636308550834656,2
0,0,5,I got this for my Mum who is not diabetic but needs to watch her sugar intake and my father who simply chooses to limit unnecessary sugar intake shes the one with the sweet tooth they both LOVED these toffees you would never guess that theyre sugarfree and its so great that you can eat them pretty much guilt free i was so impressed that ive ordered some for myself w dark chocolate to take to the office so ill eat them instead of snacking on sugary sweetsbr These are just EXCELLENT,0.30416666666666664,0.7380952380952381,0.8900322914123535,2
1,1,5,I dont know if its the cactus or the tequila or just the unique combination of ingredients but the flavour of this hot sauce makes it one of a kind We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away When we realized that we simply couldnt find it anywhere in our city we were bummedbr br Now because of the magic of the internet we have a case of the sauce and are ecstatic because of itbr br If you love hot sauceI mean really love hot sauce but dont want a sauce that tastelessly burns your throat grab a bottle of Tequila Picante Gourmet de Inclan Just realize that once you taste it you will never want to use any other saucebr br Thank you for the personal incredible service,0.19296875,0.6824776785714286,0.8593518137931824,2
0,0,5,I have never been a huge coffee fan However my mother purchased this little machine and talked me into trying the Latte Macciato No Coffee Shop has a better one and I like most of the other products too as a usually noncoffee drinkerbr The little Dolche Guesto Machine is super easy to use and prepares a really good CoffeeLatteCappuccinoetc in less than a minute if water is heated up I would recommend the Dolce Gusto to anyone Too good for the price and Iam getting one myself ,0.22083333333333333,0.5243055555555555,0.9019465446472168,2
0,1,5,This offer is a great price and a great taste thanks Amazon for selling this productbr br Staral,0.6,0.5666666666666667,0.9804141521453857,2
19,19,4,McCanns Instant Oatmeal is great if you must have your oatmeal but can only scrape together two or three minutes to prepare it There is no escaping the fact however that even the best instant oatmeal is nowhere near as good as even a store brand of oatmeal requiring stovetop preparation Still the McCanns is as good as it gets for instant oatmeal Its even better than the organic allnatural brands I have tried All the varieties in the McCanns variety pack taste good It can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issuebr br McCanns use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product Real sugar tastes better and is not as harmful as the other stuff One thing I do not like though is McCanns use of thickeners Oats plus water plus heat should make a creamy tasty oatmeal without the need for guar gum But this is a convenience product Maybe the guar gum is why after sitting in the bowl a while the instant McCanns becomes too thick and gluey,0.2205,0.5603333333333332,0.5476048588752747,2
13,13,4,This is a good instant oatmeal from the best oatmeal brand It uses cane sugar instead of high fructouse corn syrup so not only does it have a better sweetness but some doctors now say that this form of sugar is better for you Great on a cold morning when you dont have time to make McCanns Steel Cut Oats The apple cinnamon is the best but the maple and brown sugar or the regular are good too Plus they dont require doctoring to actually tell the three flavors apart,0.3661538461538462,0.5333530571992109,0.9468226432800293,2
9,9,5,Instant oatmeal can become soggy the minute the water hits the bowl McCanns Instant Oatmeal holds its texture has excellent flavor and is good for you all at the same time McCanns regular oat meal is excellent too but may take a bit longer to prepare than most have time for in the morning This is the best instant brand Ive ever eaten and a very close second to the noninstant varietybr br McCanns Instant Irish Oatmeal Variety Pack of Regular Apples Cinnamon and Maple Brown Sugar 10Count Boxes Pack of 6,0.29333333333333333,0.44303418803418804,0.8247983455657959,2
3,3,4,McCanns Instant Irish Oatmeal Variety Pack of Regular Apples Cinnamon and Maple Brown Sugar 10Count Boxes Pack of 6br br Im a fan of the McCanns steelcut oats so I thought Id give the instant variety a try I found it to be a hardy meal not too sweet and great for folks like me postbariatric surgery who need food that is palatable easily digestible with fiber but wont make you bloat,0.2261904761904762,0.5205128205128206,0.7864866256713867,2
2,2,5,For those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store I love McCanns instant oatmeal all flavorsbr br Thanksbr Abby,0.20833333333333334,0.4833333333333333,0.9697157144546509,2
1,1,5,What else do you need to know Oatmeal instant make it with a half cup of lowfat milk and add raisinsnuke for 90 seconds More expensive than Kroger store brand oatmeal and maybe a little tastier or better texture or something Its still just oatmeal Mmm convenient,0.024305555555555563,0.5055555555555555,0.4966199994087219,1
0,0,4,I WAS VISITING MY FRIEND NATE THE OTHER MORNING FOR COFFEE HE CAME OUT OF HIS STORAGE ROOM WITH A PACKET OF McCANNS INSTANT IRISH OATMEAL HE SUGGESTED THAT I TRY IT FOR MY OWN USE IN MY STASH SOMETIMES NATE DOSE NOT GIVE YOU A CHANCE TO SAY NO SO I ENDED UP TRYING THE APPLE AND CINN FOUND IT TO BE VERY TASTEFULL WHEN MADE WITH WATER OR POWDERED MILK IT GOES GOOD WITH OJ AND COFFEE AND A SLICE OF TOAST AND YOUR READY TO TAKE ON THE WORLDOR THE DAY AT LEAST JERRY REITH,0.159375,0.4802083333333333,0.5916197299957275,1
0,0,5,I ordered this for my wife as it was reccomended by our daughter She has this almost every morning and likes all flavors Shes happy Im happybr a hrefhttpwwwamazoncomgpproductB001EO5QW8McCANNS Instant Irish Oatmeal Variety Pack of Regular Apples Cinnamon and Maple Brown Sugar 10Count Boxes Pack of 6a,0.2,0.43589743589743585,0.9709846377372742,2
0,0,5,The variety packs taste greatbr br I have them every morning At 030 cents per meal I dont understand why everyone on earth isnt buying this stuff upbr br Maple and brown sugar is terrific followed by apples and cinnamon followed by regular You dont get tired of the same ole thing and they taste greatbr br I just boil water from a small pot empty the packet or 2 in a bowl pour in boiling water and watch it expand to 2x its sizebr br Taste really good and takes minutes to preparebr br Not sure why everyone on earth isnt this Convenient healthy very quick excellent quality and extremely cheap,0.16944444444444443,0.5950676638176638,0.9198601841926575,2
0,0,5,McCanns makes oatmeal for every oatmeal connoisseur whether one likes it from the raw pellet state that cooks for half an hour to the sloth addled instant which can be done in the microwave for under three minutes Its all good thats for sure and the beauty of the instant variety is that it is available in different flavors as well as regularbr This variety pack allows different tastes to be explored as well as giving you a chance to experience the difference between McCanns and other wellknown oatmeals What I personally like about McCanns is that it cooks up thicker and with more body than the top brand here in America The Apples Cinnamon though tends to be a little liquidy so you may want to experiment with the amount of water you add In my 1300watt microwave the oatmeal cooks up in about one minute and twentyseven seconds so you should also watch that to get a handle on how much time and water to usebr The only bad thing if you can consider it a bad thing about this offering is that you have to buy in lot so youll end up with six tencount boxes This is good if you have a whole family of oatmealeaters but if youre a single person alone well love oatmeal,0.0674769071508202,0.5394078144078143,0.8302693367004395,2
0,0,5,I have McCanns Oatmeal every morning and by ordering it from Amazon I am able to save almost 300 per boxbr It is a great product Tastes great and very healthy,0.6875,0.69375,0.9789651036262512,2
0,0,5,McCanns Oatmeal is a good quality choice Our favorite is the Apples and Cinnamon but we find that none of these are overly sugary For a good hot breakfast in 2 minutes this is excellent,0.63,0.8100000000000002,0.9729114770889282,2
0,0,5,We really like the McCanns steel cut oats but find we dont cook it up too oftenbr This tastes much better to me than the grocery store brands and is just as convenientbr Anything that keeps me eating oatmeal regularly is a good thing,0.4666666666666666,0.43333333333333335,0.9436642527580261,2
0,0,3,This seems a little more wholesome than some of the supermarket brands but it is somewhat mushy and doesnt have quite as much flavor either It didnt pass muster with my kids so I probably wont buy it again,0.1708333333333333,0.39999999999999997,0.8610052466392517,0
0,0,5,Good oatmeal I like the apple cinnamon the best Though I wouldnt follow the directions on the package since it always comes out too soupy for my taste That could just be me since I like my oatmeal really thick to add some milk on top of,0.475,0.46875,0.5769500732421875,2
1,2,3,The flavors are good However I do not see any differce between this and Oaker Oats brand they are both mushy,0.7,0.6000000000000001,0.6528715491294861,2
1,2,4,I really like the Maple and Brown Sugar flavor The regular is fine with brown sugar added The Apples and Cinnamon flavor is OK This is a very quick easy and satisfying breakfast and Ill order this brand again but not the variety Ill get all Maple and Brown Sugar,0.16481481481481483,0.64002849002849,0.9694241881370544,2
0,1,3,This is the same stuff you can buy at the big box stores There is nothing healthy about it It is just carbs and sugars Save your money and get something that at least has some taste,0.05,0.28125,0.8632820248603821,0
0,7,1,This oatmeal is not good Its mushy soft I dont like it Quaker Oats is the way to go,-0.12499999999999999,0.47500000000000003,0.9531592726707458,0
4,4,5,Got a free package of these with a bottle of bloody mary mix I bought from the seller and the advertising workedlol I tried them and shared them with 2 buddies and we all loved them So im here to buy more and noticed there were no reviews yet well now there is They are Hot but not burn your mouth forever hot its a nice temp Perfect for us,0.3625,0.8375,0.9491949081420898,2
1,1,4,This wasnt in stock the last time I looked I had to go to the Vermont Country Store in Weston to find it along with a jaw harp Cranberry Horseradish Sauce Fartless Black Bean Salsa Apple Cider Jelly Newtons Cradle Art in Motion and the staple Vermont Maple Syrupbr br Back to the Ass Kickin Peanuts They are hot They will activate the perspiration glands behind your ears and under your arms It requires a beverage as advertised a glass of very cold milk and a box of Kleenex since it will make your nose run They look like ordinary peanuts which is already giving me ideas for work I suspect that some people have been hitting my goodies in my absence especially my colleague Greg Im going to take this to work at earliest opportunity and empty the contents of this can into an ordinary Planters Peanuts can and then see whose crying or whose nose is running when I returnbr br The can should be shaken to ensure the spices are evenly distributed It is important to wash your hands after consumption and not touch the eyesbr br Youll go nuts over these AssKickin Peanutsbr br PS Im not sharing the peanuts not deliberately and Ill probably give Greg the jaw harp for Christmas Hell be so insulted,-0.14351190476190476,0.5821428571428571,0.6547625064849854,1
0,0,3,were used to spicy foods down here in south texas and these are not at all spicy doubt very much habanero is used at all could take it up a notch or two,0.05222222222222221,0.2744444444444445,0.5161018371582031,0
2,2,4,I roast at home with a stovetop popcorn popper but I do it outside of course These beans Coffee Bean Direct Green Mexican Altura seem to be wellsuited for this method The first and second cracks are distinct and Ive roasted the beans from medium to slightly dark with great results every time The aroma is strong and persistent The taste is smooth velvety yet lively,0.17247474747474748,0.35555555555555557,0.8457861542701721,2
0,0,5,We roast these in a large cast iron pan on the grill about 13 of the bag at a time The smell is wonderful and the roasted beans taste delicious too More importantly the coffee is smooth no bitter aftertaste On numerous occasions weve had to send the roasted beans home with friends because they like it so much,0.41825396825396827,0.6253968253968254,0.9760537147521973,2
2,2,5,Deal was awesome Arrived before Halloween as indicated and was enough to satisfy trick or treaters I love the quality of this product and it was much less expensive than the local stores candy,0.13888888888888887,0.47777777777777786,0.979640543460846,2
1,1,5,It is chocolate what can I say Great variety of everything our family loves With a family of six it goes fast here Perfect variety Kit Kat Reeses take five and more,0.625,0.7125,0.9805563688278198,2
0,0,5,Great product nice combination of chocolates and perfect size The bags had plenty and they were shipped promptly The kids in the neighborhood liked our candies,0.75,0.8875,0.9878508448600769,2
0,0,5,Halloween is over but I sent a bag to my daughters class for her share The chocolate was fresh and enjoyed by many,0.43333333333333335,0.5666666666666667,0.9150987863540649,2
2,4,3,Watch your prices with this While the assortment was good and I did get this on a gold box purchase the price for this wasbr 34 less at Target,0.26666666666666666,0.33333333333333337,0.6117832660675049,2
0,2,5,This bag of candy online is pretty expensive it should be cheaper in order to compete with grocery stores other than that its a good combination of my favorite candy,0.16499999999999998,0.7350000000000001,0.6136335134506226,2
2,2,1,Arrived in 6 days and were so stale i could not eat any of the 6 bags,-0.5,0.5,0.754447877407074,0
3,3,5,I have used the endurolyte product for several years in both pill and powder form Long desert rides on the dirt bike always found my camelbak water heavily laced with the endurolyte powder not overly tasty but quite effective as I never got a cramp on these several hundred mile rides Same for desert racing in the buggy the camelbaks were always laced with the powder Now we have the Fizzwhat a great product Firstly its Hammers endurolyte product so its great endurance athletes the world over use their products Second its convenient handly tablets that dissovle in a fizz Third it tastes great Imagine getting a nice cool drink when your body is starving for hydration and electrolytes and rather than getting a salty taste you get a refreshing lemonlime or mango The camelbaks always get the Fizz now I also drop a tablet in my bottled water whenever I exercise and have a nice flavored water chock full of electrolytes I cannot recommend this product or any hammer product highly enough,0.3,0.5060185185185185,0.6921603679656982,2
1,1,5,This product serves me well as a source of electrolytes during and after a long run or bike ridebr I have tried all of the flavors but really do like the grapefruit flavor no aftertaste and I actually like the slight carbonationbr I use other Hammer products and really like their whole product line,0.03690476190476192,0.2630952380952381,0.9508733749389648,2
1,1,5,This stuff really works for preventing cramping during the middle to latter stages of your rides Pop 1 into each water bottle and youre set Flavor is fine and goes down easy,0.14907407407407408,0.30370370370370375,0.890551745891571,2
0,0,5,For those of us on a low carb diet these little tablets are just the thingbr br Two years ago I started cycling again after many years but was having heart arrhythmia after longer rides in high heat I was drinking plain water but did a little research and thought electrolytes might be the issue Gatorade wasnt an option because it is so loaded with carbohydrates so I looked around for a lowcarb alternative The zero carb sports drinks didnt help so what to do One day I ran across these at my bike shop so tried a tube of themvoilaproblem solvedbr br Ive shared them with two friends in particular whose problems with leg cramps were resolved while using thesebr br These guys got it right they are superbly formulated and simply work,0.1523095238095238,0.4923333333333333,0.5361890196800232,1
0,1,2,I purchased the Mango flavor and to me it doesnt take like Mango at all There is no hint of sweetness and unfortunately there is a hint or aftertaste almost like licorice Ive been consuming various sports nutrition products for decades so Im familiar and have come to like the taste of the most of the products Ive tried The mango flavor is one of the least appealing Ive tasted Its not terrible but its bad enough that I notice the bad taste every sip I take,-0.03249999999999997,0.6233333333333334,0.7944514155387878,0
0,0,3,If youre impulsive like me then 6 is ok Dont get me wrong the quality of these babies is very good and I have no complaints But in retrospect the price is a little ridiculous esp when you add on the shipping,0.07783333333333332,0.736,0.5896317958831787,2
0,2,5,this was sooooo deliscious but too bad i ate em too fast and gained 2 pds my fault,-0.24999999999999992,0.6333333333333333,0.8147141933441162,0
2,2,5,These Albanese gummi bears and rings and so on are very good and tasty and high quality The bears even have little faces At my local candy store this type of gummi stuff bears rings snakes balls worms whatever are about 10lb These twin packs of 45 or 5 pound bags is a screaming deal as far as Im concerned Im probably 50 pounds deep in these friggin things Consumed,0.16374999999999998,0.5366666666666667,0.821426510810852,2
1,1,5,Grape gummy bears are hard to find in my area In fact pretty much anyone I talk to about grape gummy bears they think Im lying So I bought 10lbs These bears are a little bit bigger then the other brands and have kind of sour kick but nothing to strong I love grape flavored candysoda and these are pretty good There is another company that makes grape gummy bears that are a little bit better in my opinion but these are well worth it for the price I like to use the gummy bears in home made Popsicles with flavored sports drink The salt in the sports drink makes for softer popsicles and the gummy bears are awesome frozen They are delicious,0.28186274509803916,0.5970588235294116,0.5623572468757629,2
0,0,5,I ordered two of these and two of raspberry latice tarts directly from FantasiCakes website for a dinner party I was hosting It arrived fresh and intact Very good size I froze half for later use I am a pastry lover and these were the best Ive ever tasted The pastry was soft the jam was really good and the taste was great They were gone in no time My guests were really impressed,0.47433333333333333,0.48466666666666675,0.9761496186256409,2
0,1,1,Buyer Beware Please This sweetener is not for everybody Maltitol is an alcohol sugar and can be undigestible in the body You will know a short time after consuming it if you are one of the unsuspecting many who cannot digest it by the extreme intestinal bloating and cramping and massive amounts of gas a person can experience Nausea diarrhea headaches can also be experienced I learned my lesson the hard way years ago when I fell in love with the sugarfree chocolates suzanne sommers used to sell I thought Id found sugarfree chocolate nirvana at first taste but the bliss was short lived when the terrible side effects of maltitol kicked in The discomfort was unlike anything I had ever felt before I blew up like a balloon and had very painful abdominal cramping As the symptoms passed this too was very unpleasant Though hard for me to believe a low calorie sweetener could be the culprit all symptoms were gone when I stopped eating the chocolate My hunch it had something to do with the maltitol were unfortunately confirmed for me about a year later when I purchased some delicious sugarfree popcorn at my local market The taste was amazing and while I was looking at the label wondering what could possibly make this yummy new sugarfree treat taste so good my heart sank when I followed the little asterisk next to sugarfree sweetener down to the very bottom of the label and read maltitol in tiny little letters Thank goodness Id eaten only a little I still ended up with all the same sideeffects but for a much shorter duration Some people can use maltitol to their hearts content but others like me can have a bad reaction to it In case youre like me its not you its the maltitol,0.012271962044689324,0.5712656871747781,0.7370483875274658,0
0,0,2,It is okay I would not go out of my way to buy it again,0.5,0.5,0.5868318676948547,1
0,0,1,No tea flavor at all Just whole brunch of artifial flavors It is not returnable I wasted 20 bucks,0.0,0.2,0.9311015605926514,0
0,0,5,These looked like a perfect snack to through in with my trail mix Unfortunately they arrived in a solid mass of melted chocolate I left them in my pantry for a few days and when I opened them at room temperature they were still gooey I through them in the fridge and Ive been breaking off hunks ever since They taste good to me but the chocolate is all grainy after melting and then solidifying again I wont order them online again but if I see them in a store I would pick them up,0.16666666666666666,0.46666666666666673,0.556357741355896,0
0,0,5,These taste really good I have been purchasing a different brand and these are very similar in taste and texture I agree with the other reviewer regarding ordering in the summer There is no insulating packaging with ice packs so they will melt in warm weather like all chocolate food items Order in cold weather and buy enough to last,0.07187499999999998,0.5327083333333333,0.93293696641922,2
0,0,3,The taste was great but the berries had melted May order again in winter If you order in cold weather you should enjoy flavor,0.20000000000000004,0.75,0.8121206760406494,2
0,0,5,i know i cannot make tea this good granted i am not from the south but i know i have never enjoyed tea that was this sweet without being too sweet it tastes crisp,0.27999999999999997,0.6033333333333333,0.42739158868789673,0
1,1,5,This peppermint stick is delicious and fun to eat My dad got me one for Christmas because he remembered me having a similar one when I was a little girl Im 30 now and I love it,0.3225,0.54,0.9812383055686951,2
1,1,4,Great gift for all ages I purchased these giant canes before and the recipients loved them so much they kept them and would not eat them,0.425,0.6875,0.9792170524597168,2
15,15,5,I know the product title says Molecular Gastronomy but dont let that scare you off I have been looking for this for a while now not for food science but for something more down to earth I use it to make my own coffee creamerbr br I have to have my coffee blonde and sweet but the flavored creamers are full of the bad kinds of fat and honestly I hate to use manufactured food items I really dont think they are good for the body On the other hand I hate using cold milk or cream because I like HOT coffeebr br I stumbled across this on Amazon one day and got the idea of making my own creamer I also bought lowfat noninstant milk powder and regular milk powder The noninstant lowfat milk is a little sweeter and tastes fresher than regular instant lowfat milk but does not dissolve good in cold water which is not a problem for hot coffee You will have to play with the ratios I would not do just the heavy cream it made the coffee too rich Also I think the powder is too expensive to just use on its own I like mixing 13 of each togetherbr br For flavoring I bough cocoa bean powder vanilla bean powder and caster superfine sugar I mix up small batches along with spices like cinnamon and nutmeg to make my own flavored creamers If you wanted you could use a fake sweetner powder instead I make up small amounts that I store in jelly canning jars I also use my little food chopperfood processor to blend everything so the sugar is not heavier and sinks to the bottom Let it settle for a bit before opening the top thoughbr br This stuff tastes WAY better than the storebought creamers and it is fun to experiment and come up with your own flavors I am going to try using some essential oils next and see if I can get a good chocolateorange mixbr br All of the ingredients I mentioned are here online Take the time to experiment Maybe you dont use any lowfat milk Or dont add any flavorings It is up to you Also would make great housewarminghostess giftsbr br I am sure other molecular people will be able to tell you more of what you can do with it and I am sure I will experiment with it in cooking but the main reason I bought it was to make my own creamer and it worked out great,0.1502267573696145,0.6043301936159078,0.5753721594810486,1
5,5,3,While my dogs like all of the flavors that we have tried of this dog food for some reason their itching increased when I tried the lamb and rice I have some very itchy dogs and am giving them a limited ingredient dog food to try to help The duck and sweet potato cut down on the itching significantly but when we tried lamb and rice they started itching more once again I like Natural Balance for the quality ingredients,0.1854308390022676,0.4509637188208617,0.49570128321647644,1
4,4,3,Awesome dog food However when given to my Boston who has severe reactions to some food ingredients his itching increased to violent jumping out of bed at night scratching As soon as I changed to a different formula the scratching stopped So glad Natural Balance has other choices I guess you have to try each until you find whats best for your pet,0.23928571428571427,0.6678571428571428,0.37608233094215393,2
4,4,5,We have three dogs and all of them love this food We bought it specifically for one of our dogs who has food allergies and it works great for him no more hot spots or tummy problemsbr I LOVE that it ships right to our door with free shipping,0.3551020408163265,0.6622448979591837,0.9657127857208252,2
1,1,5,My dog has a ton of allergies both environmental and food She was on a prescription dog food before we had her tested to see what allergies she has After we got the test back we learned she was allergic to something in the prescription brand So I finally found this dog food and she has done so well on this She still has her environmental triggers but I am happy she can finally eat something I know wont cause her pain,0.2,0.75,0.43063461780548096,1
1,1,5,My shepherdcollie mix has IBS Our vet recommended a limited ingredient food This has really helped her symptoms and she likes it I will always buy it from Amazonits 10 cheaper and free shipping,0.1761904761904762,0.38095238095238093,0.9450850486755371,2
1,1,5,Natural Balance Dry Dog Food Lamb Meal and Brown Rice Recipe did wonders for my Jack Russell She has awful food allergys and this food was our last hope because it was the last food we could find that didnt have SOMETHING in it that she was allergic to She has no problem eating it dry but normally I mix the Natural Balance Dry Lamb and Brown Rice with the Natural Balance Wet Lamb and Brown Rice she seems to like that better We started feeding it to our other dog a Bichon too and she loves it If your dog has allergys or stomach issue or if you want your dog to eat better food this is it You will see a difference in your pet,0.0017857142857142952,0.468452380952381,0.5225712656974792,2
0,0,5,Great food I love the idea of one food for all ages breeds Its a real convenience as well as a really good product My 3 dogs eat less have almost no gas their poop is regular and a perfect consistency what else can a mom ask for,0.4333333333333334,0.48479853479853485,0.9795207381248474,2
0,0,5,I have a standard poodle and pomeranian who both do wonderful on this food I have switched them to a different food due to price a couple of times and end up going right back to natural balance,0.18010204081632653,0.41581632653061223,0.8981717228889465,2
0,0,5,This is great dog food my dog has severs allergies and this brand is the only one that we can feed him,0.4,0.875,0.9545069336891174,2
0,0,5,This food is great all ages dogs I have a 3 year old and a puppy They are both so soft and hardly ever get sick The food is good especially when you have Amazon Prime shipping ,0.09914965986394556,0.6141156462585035,0.9795006513595581,2
0,0,5,My golden retriever is one of the most picky dogs Ive ever met After experimenting with various types of food I have found she loves natural balance What I really like about natural balance is the fact that it has multiple flavors in dry and wet varieties I mix her dry food with a little wet food and my golden loves it Furthermore I do like mixing up the flavors each time as I think the same meal day over day might get a little boring so I figured why not I tend to stay away from the fish type though as it smellsbr br Additionally I started purchasing off Amazon because Petco didnt have the wet food box and only had a couple of cans I came home and to my surprise realized that I could save 20 each time I bought dog food if I just buy it off Amazonbr br All in all I definitely recommend and give my stamp of approval to natural balance dog food While I have never eaten it my dog seems to love it,0.013888888888888892,0.4773809523809524,0.9392872452735901,2
0,0,5,This is the same food we get at pet store But its delivered to my door And for the same price or slightly less,-0.05555555555555555,0.10555555555555556,0.7107894420623779,1
